strength,length,lowers,uppers,digits,specials,entropy,continous,words
2,16,5,9,2,0,22.75110306360306,0,0
2,16,6,7,3,0,22.786695249195247,0,0
2,19,14,2,3,0,22.007127903915826,1,0
2,16,7,5,4,0,21.724429736929736,0,0
2,16,3,10,3,0,24.73500666000666,0,0
2,17,12,1,4,0,21.898752799488094,0,0
2,16,4,6,6,0,26.60739121989122,0,0
2,16,3,10,3,0,25.668339993339995,0,0
1,13,3,0,10,0,27.1262654012654,2,0
2,16,9,4,3,0,20.871615884115887,0,0
1,12,8,0,4,0,15.381637806637807,0,0
2,17,10,1,6,0,23.5691776360894,0,0
2,16,5,9,2,0,22.471081696081697,0,0
2,15,3,9,3,0,23.89138084138084,0,0
1,10,7,0,3,0,10.28531746031746,0,0
2,16,6,7,3,0,22.835031635031633,0,0
2,26,10,0,10,6,57.85455574177846,0,0
1,12,5,0,7,0,19.88012265512266,0,0
2,16,7,6,3,0,21.173859473859473,0,0
2,16,8,6,2,0,21.184711122211123,0,0
2,16,4,9,3,0,24.310230047730048,0,0
2,16,6,8,2,0,23.174057886557886,0,0
2,16,5,7,4,0,23.989930902430903,0,0
2,16,6,9,1,0,20.220324120324122,0,0
2,16,6,7,3,0,23.362092074592077,0,0
1,10,0,0,6,4,24.734126984126988,0,0
2,14,5,6,3,0,18.463542013542014,0,0
2,20,9,6,5,0,29.263061267937427,0,0
2,16,5,7,4,0,24.98335830835831,0,0
2,14,2,9,3,0,21.00639915639916,0,0
2,16,6,5,5,0,23.04115745365745,0,0
2,14,4,5,5,0,22.42229714729715,0,0
1,12,8,0,4,0,14.214971139971139,1,0
2,14,9,2,3,0,16.604390054390052,0,0
2,16,10,4,2,0,19.634747197247197,0,0
2,16,6,9,1,0,21.388120213120214,0,0
1,11,6,0,5,0,16.32608225108225,0,0
2,14,5,6,3,0,19.976734376734374,0,0
1,13,3,0,10,0,26.959598734598735,0,0
2,16,6,7,3,0,23.266096403596404,0,0
1,12,5,0,7,0,21.090367965367964,0,0
2,16,1,5,8,2,33.22762931512931,0,0
2,16,4,9,3,0,24.77524836274836,0,0
2,16,4,10,2,0,23.232192807192806,1,0
2,16,9,4,3,0,19.743838106338107,0,0
1,9,1,0,8,0,16.76309523809524,1,1
2,16,14,1,1,0,14.452604340104342,0,0
1,13,0,6,7,0,24.9738233988234,0,0
1,13,10,0,3,0,14.832686757686755,0,0
2,16,8,4,4,0,21.567286879786877,0,0
2,14,5,6,3,0,19.835067710067708,2,0
2,16,5,9,2,0,23.521453546453547,0,0
1,8,0,0,7,1,16.70357142857143,0,0
2,15,7,6,1,1,19.669866244866245,0,0
2,16,5,9,2,0,23.673101898101898,0,0
2,16,2,11,3,0,26.073264235764235,0,0
2,16,4,10,2,0,24.83500666000666,0,0
2,16,9,6,1,0,19.66685397935398,0,0
2,17,11,0,4,2,26.43129248202778,0,0
2,15,6,6,3,0,22.434573759573762,1,0
2,16,5,8,3,0,23.732030469530468,0,0
2,17,8,0,7,2,31.99573318838025,0,1
2,16,2,11,3,0,26.210031635031637,0,0
2,16,9,5,2,0,20.692882117882117,0,0
2,16,8,6,2,0,20.658581696081697,0,0
2,16,5,9,2,0,22.537153124653127,0,0
2,15,3,9,3,0,23.55963480963481,1,0
2,16,4,8,4,0,26.419692807192806,0,0
2,16,7,1,8,0,24.07244560994561,0,0
2,14,10,1,2,1,16.879390054390054,0,0
2,16,2,9,5,0,28.786359473859473,0,0
2,16,7,7,2,0,22.30514763014763,0,0
2,16,6,8,2,0,22.65375874125874,0,0
2,16,8,6,2,0,20.843838106338104,0,0
1,12,9,0,3,0,12.411075036075037,0,0
2,16,6,9,1,0,21.826377788877792,0,0
2,16,4,7,5,0,25.989768564768564,0,0
1,9,7,0,2,0,9.00436507936508,1,0
2,17,11,2,4,0,21.87494327567857,0,0
2,16,9,5,2,0,18.15121545121545,0,0
2,14,7,4,3,0,18.987723387723385,0,0
2,16,4,8,4,0,24.819133644133647,0,0
2,16,2,12,2,0,25.077430902430905,0,0
2,16,5,9,2,0,22.691096403596404,0,0
1,11,0,10,1,0,16.86933621933622,1,0
2,16,8,6,2,0,19.39191502941503,0,0
1,8,0,4,4,0,13.504761904761905,0,0
2,14,3,1,10,0,26.61436063936064,1,0
2,16,5,10,1,0,22.071514596514596,0,0
1,10,5,0,5,0,12.932142857142857,0,0
2,16,8,3,5,0,22.229949217449217,0,0
2,20,11,5,4,0,27.50712790391583,1,0
1,13,5,0,8,0,20.950868575868576,0,1
2,16,6,9,1,0,21.18341935841936,0,0
2,14,4,1,9,0,23.99050116550117,3,0
1,8,6,0,0,2,9.932142857142857,0,0
2,15,10,2,3,0,19.017968142968144,0,0
2,16,4,7,5,0,27.319692807192805,0,0
2,16,5,8,3,0,23.755742868242873,0,0
2,16,2,11,3,0,25.93159756909757,0,0
2,16,3,10,3,0,24.462153124653128,0,0
1,12,0,3,9,0,24.773701298701297,0,0
2,16,2,11,3,0,25.76387778887779,0,0
2,16,6,8,2,0,22.778596403596403,0,0
2,14,4,1,9,0,23.99050116550117,1,0
2,16,4,9,3,0,24.922668997668996,0,0
2,15,8,4,3,0,19.526734376734375,0,0
2,16,7,6,3,0,21.65947247197247,0,0
2,16,7,6,3,0,22.24532412032412,0,0
2,16,11,4,1,0,16.98117576867577,0,0
2,16,7,7,2,0,21.90302614052614,0,0
2,16,7,8,1,0,20.256658619158618,0,0
2,16,7,5,4,0,23.795858308358305,0,0
2,14,4,2,8,0,26.421503496503494,0,0
2,16,7,8,1,0,20.45752858252858,0,0
2,16,6,5,5,0,25.492769730269732,0,0
2,16,9,4,3,0,21.23149628149628,0,0
2,14,7,2,4,1,21.001229326229325,0,0
2,16,7,6,3,0,22.826973026973025,0,0
2,16,3,10,3,0,25.538603063603063,0,0
0,4,0,0,4,0,5.75,0,0
2,16,4,10,2,0,24.45167332667333,0,0
1,9,5,0,4,0,10.85436507936508,0,0
2,18,7,0,7,4,38.138788743935805,0,0
2,16,4,8,4,0,25.7093142968143,0,0
2,16,6,8,2,0,20.93812021312021,0,0
2,16,6,6,4,0,23.142744755244752,0,0
2,16,9,6,1,0,19.249490786990787,0,0
2,16,5,9,2,0,22.084909534909535,0,0
2,16,5,9,2,0,24.06155788655789,0,0
2,17,6,4,0,7,33.58769106710283,0,0
2,14,4,7,3,0,19.006338106338106,0,0
1,11,3,0,8,0,19.42608225108225,0,0
2,15,6,6,3,0,19.147247197247196,0,0
2,16,4,9,3,0,24.41685397935398,0,0
2,15,3,2,10,0,28.510464535464536,0,0
2,16,5,8,3,0,23.80362137862138,0,0
1,12,7,0,5,0,15.964971139971139,0,0
1,10,4,0,6,0,16.72103174603175,0,0
2,23,13,2,8,0,35.308583453197464,1,0
1,13,8,0,5,0,17.13415195915196,0,0
2,15,7,5,3,0,18.42141747141747,0,0
2,16,8,6,2,0,20.501413863913864,0,0
2,15,6,7,2,0,19.683419358419357,0,0
2,16,6,9,1,0,22.153819791319794,0,0
2,16,7,8,1,0,21.059115884115883,0,0
1,8,0,4,4,0,13.28095238095238,0,0
2,16,5,8,3,0,24.587092074592075,0,0
2,14,8,3,3,0,15.660342435342436,0,0
2,16,7,4,5,0,22.65153596403596,0,0
1,11,8,0,3,0,12.694408369408368,0,0
2,16,7,6,3,0,23.35302614052614,0,0
2,16,3,9,4,0,27.220745920745923,0,0
2,16,6,9,1,0,21.72637778887779,0,0
2,16,10,2,4,0,20.921377233877234,0,0
1,13,11,0,2,0,13.380305805305806,0,0
2,16,4,8,4,0,26.38860306360306,0,0
2,16,2,9,5,0,26.84885947385947,0,0
1,10,4,0,6,0,16.313095238095237,0,0
2,15,5,7,3,0,23.156099456099458,0,0
2,16,6,7,3,0,23.130839993339993,0,0
2,22,10,1,11,0,39.39658289337081,2,0
2,14,5,0,6,3,29.377455877455876,2,1
2,17,4,2,11,0,34.331342432077726,0,0
2,16,6,8,2,0,21.839473026973025,0,0
2,15,7,3,5,0,23.208805083805082,1,0
2,14,7,4,3,0,18.80728993228993,0,0
2,16,8,7,1,0,19.36808053058053,0,0
2,16,5,7,4,0,24.938603063603065,0,0
2,14,7,4,3,0,19.569158619158618,0,0
2,17,8,1,7,1,29.26235586309116,0,0
2,16,6,9,1,0,21.489076201576204,0,0
1,10,2,0,6,2,19.367460317460317,2,0
2,16,7,6,3,0,23.087092074592075,0,0
2,14,9,2,2,1,15.928993228993228,0,0
2,16,6,8,2,0,22.992607392607393,0,0
2,15,5,7,3,0,23.25963480963481,0,0
2,16,6,8,2,0,20.889991952491954,0,0
0,6,2,0,4,0,8.15,0,0
1,8,0,3,5,0,13.504761904761905,0,0
2,16,7,6,3,0,23.154949217449218,0,0
1,10,2,0,8,0,19.879761904761903,0,0
2,16,5,8,3,0,24.125187312687313,0,0
2,16,4,10,2,0,23.578596403596404,0,0
2,16,6,7,3,0,23.691716616716615,0,0
2,16,5,9,2,0,22.323101898101896,0,0
1,13,12,0,0,1,12.48653291153291,1,0
2,14,7,4,3,0,19.151734376734375,0,0
1,13,11,0,2,0,13.16602009102009,0,0
1,12,5,0,7,0,20.062590187590185,0,0
2,16,6,7,3,0,23.312687312687313,0,0
2,16,4,9,3,0,24.492449217449217,0,0
1,12,8,0,4,0,15.580122655122654,0,0
2,16,5,10,1,0,22.216319791319794,0,0
2,16,2,9,5,0,27.719692807192807,0,0
2,16,4,11,1,0,22.528026140526137,0,0
2,16,7,6,3,0,22.992286879786878,0,0
2,16,7,7,2,0,21.827268564768563,0,0
2,16,5,10,1,0,22.44965312465313,0,0
2,16,4,9,3,0,24.135306360306362,0,0
2,15,6,6,3,0,21.767968142968144,0,0
2,16,6,7,3,0,22.078596403596404,0,0
2,16,2,11,3,0,26.313578088578087,0,0
2,22,17,3,2,0,23.832130472726444,0,0
2,16,5,7,4,0,25.918502331002333,0,0
2,21,16,0,4,1,27.60969559765999,0,0
2,16,8,5,3,0,22.03828255078255,0,0
2,16,8,7,1,0,19.259151959151957,0,0
2,16,7,7,2,0,21.85365745365745,1,0
2,16,4,8,4,0,24.171615884115884,0,0
1,9,0,4,5,0,16.29642857142857,0,0
2,16,7,7,2,0,22.337015762015763,0,0
2,16,9,6,1,0,18.572842435342437,0,0
2,16,4,6,6,0,25.759115884115882,0,0
2,16,3,9,4,0,25.794692807192806,0,0
2,16,4,9,3,0,24.60824592074592,0,0
1,12,7,0,5,0,16.441233766233765,0,0
2,16,4,8,4,0,24.10441502941503,0,0
1,11,3,0,8,0,19.50703463203463,0,0
2,16,7,7,2,0,21.492744755244754,0,0
2,16,7,8,1,0,21.58774836274836,0,0
2,16,10,5,1,0,17.540104340104342,0,0
1,10,6,0,4,0,13.93531746031746,0,0
2,16,8,7,1,0,19.415861915861917,0,0
1,12,6,0,6,0,17.540367965367963,0,0
2,17,7,8,2,0,23.452871719783484,0,0
1,10,0,2,8,0,19.96309523809524,0,0
2,16,7,7,2,0,20.684747197247198,0,0
2,16,7,8,1,0,20.689234376734376,0,0
1,8,3,0,5,0,11.048809523809524,0,1
2,16,5,9,2,0,22.524490786990786,0,0
1,11,6,0,5,0,15.481637806637806,0,0
2,16,5,7,4,0,25.351103063603066,0,0
2,16,5,7,4,0,25.379054279054277,0,0
2,16,5,9,2,0,22.759115884115882,0,0
2,14,0,3,8,3,33.585789210789216,0,1
2,16,5,9,2,0,22.84929237429237,0,0
2,16,3,11,2,0,24.60362137862138,0,0
2,16,5,7,4,0,24.082488344988345,0,0
2,16,8,5,3,0,22.26030636030636,0,0
2,16,5,9,2,0,22.966319791319794,0,0
2,15,4,8,3,0,22.965623265623268,0,0
2,16,6,6,4,0,23.86312021312021,0,0
2,16,1,12,3,0,27.06625874125874,0,0
1,10,4,0,6,0,16.998809523809523,0,0
2,14,7,4,3,0,19.644158619158617,0,0
2,14,10,1,3,0,16.14439726939727,1,0
2,16,9,5,2,0,18.517647630147632,0,0
2,14,4,7,3,0,21.115190365190365,0,0
2,15,5,7,3,0,23.05804750804751,0,0
2,16,6,8,2,0,21.472048784548782,0,0
2,16,13,2,1,0,14.969271006771006,0,0
2,15,10,2,3,0,18.80728993228993,0,0
2,16,4,10,2,0,25.13384115884116,0,0
1,10,6,0,4,0,12.871031746031747,0,0
2,16,8,6,2,0,20.132528582528582,0,0
2,16,5,8,3,0,24.29489121989122,0,0
2,16,4,10,2,0,23.42385947385947,0,0
2,15,8,1,5,1,23.603249528249528,0,0
2,14,2,9,3,0,22.965190365190363,0,0
2,16,4,10,2,0,24.489930902430903,0,0
2,16,3,12,1,0,23.537748362748363,0,0
2,14,3,8,3,0,22.508047508047508,0,0
2,15,6,6,3,0,19.243303918303916,0,0
2,14,5,5,4,0,21.31594794094794,0,0
1,12,9,0,3,0,11.730122655122655,0,0
2,16,9,3,4,0,20.519271006771007,0,0
2,14,7,4,3,0,19.126734376734376,0,0
2,18,13,0,4,1,24.80351470425,1,0
2,16,5,9,2,0,21.83159756909757,0,0
2,16,6,7,3,0,22.438913863913864,0,0
2,16,7,4,5,0,24.217311854811854,0,0
2,18,4,0,10,4,40.05176726867903,0,0
2,21,12,1,4,4,34.975751763716154,0,0
2,16,4,11,1,0,22.604216616716617,0,0
2,16,7,7,2,0,20.846453546453546,0,0
2,16,7,2,7,0,23.304390054390055,0,0
2,14,3,2,8,1,28.14531302031302,0,0
2,16,8,6,2,0,20.250248362748362,0,0
2,16,7,8,1,0,21.222211122211124,0,0
2,14,10,0,2,2,19.929007104007102,0,0
2,16,3,10,3,0,24.628596403596404,0,0
2,16,6,9,1,0,20.81691502941503,0,0
1,8,0,3,5,0,13.504761904761905,0,1
2,16,5,9,2,0,23.229674492174492,0,0
2,16,5,7,4,0,25.638578088578086,0,0
1,12,7,0,5,0,17.764971139971138,0,0
2,16,5,8,3,0,24.189173326673327,0,0
2,16,13,0,2,1,18.932366244866245,0,0
2,16,6,7,3,0,23.373859473859472,0,0
2,16,3,12,1,0,24.35441502941503,0,0
2,16,6,7,3,0,23.014930902430905,0,0
2,16,9,4,3,0,21.496377233877233,0,0
1,10,0,5,5,0,18.08809523809524,0,0
2,21,19,0,1,1,22.10940319999918,0,0
2,16,8,6,2,0,21.257625707625706,0,0
2,16,6,8,2,0,22.13828255078255,0,0
1,13,4,0,9,0,22.31363913863914,0,1
1,12,7,0,5,0,15.796789321789321,0,0
2,16,4,10,2,0,24.421020646020647,0,0
2,14,6,5,3,0,20.301301476301475,0,0
2,16,5,8,3,0,23.207192807192808,0,0
2,16,6,5,5,0,23.201078088578086,0,0
1,12,10,0,2,0,12.214971139971139,0,0
1,10,0,2,8,0,20.71309523809524,2,0
2,16,8,6,2,0,20.922806360306357,0,0
2,14,4,7,3,0,19.08064158064158,0,0
2,16,8,7,1,0,19.36252497502497,0,0
2,16,3,11,2,0,25.54409756909757,0,0
2,15,9,3,3,0,19.5755439005439,0,0
1,10,7,0,3,0,10.204365079365079,0,0
2,17,4,1,12,0,32.27710304401481,3,0
2,15,5,7,3,0,23.140190365190367,0,0
2,16,5,9,2,0,23.09773004773005,0,0
1,11,6,0,5,0,13.931637806637806,0,1
2,19,8,1,10,0,34.014717536505465,0,0
2,16,7,7,2,0,20.14800477300477,0,0
2,16,6,8,2,0,22.268563381063384,0,0
2,16,5,10,1,0,22.031338106338104,0,0
2,15,6,5,3,1,22.481954156954156,0,0
2,16,4,11,1,0,23.899653124653128,0,0
2,16,6,9,1,0,20.94548645798646,0,0
2,15,6,6,3,0,19.19089799089799,0,0
2,15,0,7,6,2,30.37782772782773,0,0
2,16,6,8,2,0,21.111359473859473,0,0
2,16,2,12,2,0,25.209411421911422,0,0
2,16,5,9,2,0,22.705864968364967,0,0
2,16,5,8,3,0,24.16612137862138,0,0
2,20,5,1,14,0,40.03138420317213,0,0
2,22,15,3,4,0,27.084443072407467,1,0
2,16,7,8,1,0,20.546972471972474,0,0
1,10,7,0,3,0,11.971031746031745,0,0
2,14,9,1,4,0,16.011258186258182,0,0
1,10,5,0,5,0,13.721031746031745,0,0
0,6,3,0,3,0,6.716666666666667,0,0
2,16,6,7,3,0,23.71135947385947,0,0
2,16,8,7,1,0,20.314173326673327,0,0
2,14,8,3,3,0,15.59010434010434,0,0
2,16,4,10,2,0,23.39026667776668,0,0
2,16,6,8,2,0,21.437748362748362,0,0
1,12,9,0,3,0,12.4745670995671,0,0
2,16,3,7,6,0,27.94661588411588,0,0
2,19,7,0,11,1,35.45714177892971,0,0
2,15,4,8,3,0,22.6505439005439,0,0
2,16,6,7,3,0,23.45167332667333,0,0
2,16,9,6,1,0,19.30419164169164,0,0
2,15,5,7,3,0,20.04804084804085,0,0
2,16,5,8,3,0,24.95391691641692,0,0
1,11,5,0,6,0,17.99592352092352,0,0
2,14,5,6,3,0,20.5005439005439,0,0
1,11,7,0,4,0,14.224567099567098,0,0
2,16,6,5,5,0,24.579949217449215,0,0
2,14,9,1,4,0,15.983286158286157,0,0
1,11,6,0,5,0,13.891233766233766,0,0
2,16,8,5,3,0,21.614966977466977,0,0
2,16,2,9,5,0,26.646341158841157,0,0
2,14,5,6,3,0,21.108047508047505,0,0
2,16,7,6,3,0,22.97875874125874,0,0
2,14,6,5,3,0,19.448956598956595,0,0
1,9,0,6,3,0,14.48095238095238,0,0
2,25,10,9,6,0,38.758811001295854,0,0
2,21,17,2,1,1,23.987087607095347,1,0
1,10,6,0,4,0,12.78531746031746,0,0
2,14,5,6,3,0,20.899714174714173,0,0
2,14,6,5,3,0,20.149714174714173,0,0
2,16,5,9,2,0,23.658520646020648,0,0
2,16,3,10,3,0,25.11850233100233,0,0
2,16,8,5,3,0,20.346615884115884,0,0
2,16,4,10,2,0,23.726698301698303,0,0
2,14,3,8,3,0,19.971081696081693,0,0
2,16,8,4,4,0,21.34228687978688,0,0
1,10,0,1,9,0,20.31309523809524,3,1
1,11,8,0,3,0,12.330122655122654,0,0
2,16,7,5,4,0,23.49915501165501,0,0
2,16,6,8,2,0,21.04046509046509,0,0
2,15,12,0,2,1,17.90558053058053,0,0
2,15,8,4,3,0,20.702491952491954,0,0
2,15,9,3,3,0,18.608877233877234,0,0
2,16,3,10,3,0,24.40167332667333,0,0
2,16,6,9,1,0,21.30302614052614,0,0
2,15,7,0,7,1,26.981027306027308,0,0
2,16,9,6,1,0,18.66899628149628,0,0
2,16,4,8,4,0,25.603758741258737,0,0
2,16,3,9,4,0,25.40514763014763,0,0
2,14,3,5,6,0,23.790623265623264,0,0
2,15,5,7,3,0,22.067968142968144,0,0
2,16,8,6,2,0,20.06391386391386,0,0
1,10,2,0,8,0,19.413095238095238,2,1
2,16,8,7,1,0,19.76006771006771,0,0
2,15,5,7,3,0,21.783877233877234,0,0
1,11,6,0,5,0,15.92608225108225,0,0
2,16,6,6,4,0,23.678087190587195,0,0
2,16,6,7,3,0,22.439173326673327,0,0
2,20,8,3,5,4,38.938284041380015,0,0
2,16,8,6,2,0,21.085306360306358,0,0
2,16,6,5,5,0,23.464671439671438,0,0
2,16,6,8,2,0,22.307228882228884,0,0
2,15,9,2,2,2,21.746972471972473,0,0
2,16,7,8,1,0,20.688480963480963,0,0
2,16,9,5,2,0,19.493838106338107,0,0
2,14,8,0,5,1,22.590118215118217,1,0
2,16,3,10,3,0,25.699592074592072,0,0
1,12,7,0,5,0,16.3777417027417,0,0
2,16,7,8,1,0,21.53298645798646,0,0
2,16,6,9,1,0,20.75617576867577,0,0
1,10,4,0,6,0,16.66547619047619,0,0
2,16,8,5,3,0,22.14234792984793,0,0
2,16,6,7,3,0,24.27875874125874,0,0
1,11,6,0,5,0,14.19440836940837,0,0
2,16,5,5,5,1,27.485937673437675,0,0
2,14,4,7,3,0,21.140190365190364,0,0
2,16,7,7,2,0,21.285306360306357,0,0
2,14,3,8,3,0,21.493303918303916,0,0
1,11,5,0,6,0,17.590367965367964,0,0
2,16,6,9,1,0,22.577430902430905,0,0
2,16,4,11,1,0,22.787153124653127,0,0
2,16,9,4,3,0,20.36297175047175,0,0
1,10,4,0,6,0,14.81547619047619,0,1
2,16,4,7,5,0,27.071936396936394,0,0
2,15,7,5,3,0,20.733877233877234,0,0
2,16,5,9,2,0,23.47637778887779,0,0
2,16,5,10,1,0,21.77578255078255,0,0
2,16,9,5,2,0,20.494433344433347,0,0
2,16,7,7,2,0,21.725024975024972,0,0
1,10,6,0,4,0,13.30436507936508,0,0
2,16,9,6,1,0,18.72085830835831,0,0
2,16,5,8,3,0,22.40798645798646,0,0
1,12,0,2,10,0,24.864610389610387,0,0
2,16,7,8,1,0,19.51808053058053,0,0
2,16,7,6,3,0,21.775024975024973,0,0
2,16,7,7,2,0,21.388440725940725,0,0
2,16,7,7,2,0,20.126576201576203,0,0
1,13,9,0,4,0,14.915825840825839,0,0
1,10,0,0,9,1,21.71309523809524,0,0
2,16,7,7,2,0,22.242485292485295,0,0
2,15,9,4,2,0,18.743401043401043,0,0
2,16,5,8,3,0,22.91225024975025,0,0
1,9,4,0,5,0,12.548809523809524,0,0
2,16,6,8,2,0,22.24830031080031,0,0
2,16,7,6,3,0,22.1891983016983,0,0
2,16,4,9,3,0,25.245425407925406,0,0
2,16,5,7,4,0,24.887524975024974,0,0
2,14,9,2,3,0,14.688913863913863,0,0
2,16,7,6,3,0,22.149429736929736,0,0
2,16,6,5,5,0,25.235626873126876,0,0
2,16,7,8,1,0,21.289829614829618,0,0
2,16,7,6,3,0,20.54780636030636,0,0
2,16,7,5,4,0,23.16254995004995,0,0
2,16,5,10,1,0,21.663318625818626,0,0
2,16,4,8,4,0,24.564991952491955,0,0
2,16,3,9,4,0,26.180244755244754,0,0
1,13,5,0,8,0,22.30319957819958,0,0
2,15,6,6,3,0,19.138084138084135,0,0
2,14,5,6,3,0,20.09415861915862,0,0
2,16,6,8,2,0,21.835601898101896,0,0
2,16,3,8,5,0,27.03976856476856,0,0
2,16,7,7,2,0,21.164234376734374,0,0
2,16,8,6,2,0,20.231338106338107,0,0
2,15,8,4,3,0,19.418401043401044,0,0
2,16,9,6,1,0,18.625681263181264,0,0
2,16,5,10,1,0,22.59251026751027,0,0
2,16,5,6,5,0,26.10435397935398,0,0
2,16,7,7,2,0,21.95911588411588,0,0
2,16,6,7,3,0,23.02213480963481,0,0
2,14,12,0,1,1,15.380305805305806,0,0
2,16,7,8,1,0,21.461954711954714,0,0
2,16,8,7,1,0,20.151377788877788,0,0
1,12,8,0,4,0,14.996789321789322,0,0
1,12,9,0,3,0,11.230122655122653,1,1
2,15,5,7,3,0,22.71638084138084,0,0
2,16,4,8,4,0,25.374454711954712,0,0
2,16,4,9,3,0,24.314076201576203,0,0
2,16,4,8,4,0,27.044357031857036,0,0
2,16,7,8,1,0,20.007763070263067,0,0
1,12,7,0,5,0,16.012590187590188,0,0
2,16,2,11,3,0,26.225980963480964,0,0
2,14,5,6,3,0,20.267968142968144,0,0
1,12,9,0,3,0,13.963455988455987,0,0
2,16,5,7,4,0,24.49396020646021,0,0
2,16,7,8,1,0,21.304216616716616,0,0
2,16,6,6,4,0,24.242769730269732,0,0
2,16,8,7,1,0,20.691716616716615,0,0
1,8,0,2,6,0,15.179761904761905,0,0
2,16,5,8,3,0,24.46751026751027,0,0
2,16,7,5,4,0,22.401103063603063,0,0
2,16,4,10,2,0,24.61552614052614,0,0
2,16,5,6,5,0,25.83086496836497,0,0
2,14,6,5,3,0,19.965623265623265,0,0
2,16,5,9,2,0,23.80362137862138,0,0
2,16,5,8,3,0,22.573101898101896,0,0
2,16,3,7,6,0,27.094692807192803,0,0
2,16,9,4,3,0,20.984711122211124,0,0
2,15,6,6,3,0,19.161161061161057,0,0
2,15,5,7,3,0,20.12389554889555,0,0
2,16,8,5,3,0,21.67792485292485,0,0
2,16,4,9,3,0,24.69812687312687,0,0
1,12,4,0,8,0,21.3245670995671,0,0
2,16,6,2,8,0,28.093527306027305,1,0
1,9,1,0,8,0,16.76309523809524,2,1
2,16,6,9,1,0,20.85665861915862,0,0
2,16,6,8,2,0,22.825187312687316,0,0
2,14,9,0,4,1,20.803249528249527,0,1
2,16,5,9,2,0,22.36728687978688,0,0
2,16,8,7,1,0,19.868838106338107,0,0
2,18,12,2,3,1,23.71780041853571,1,0
2,16,7,5,4,0,23.29713480963481,0,0
2,16,8,5,3,0,20.417449217449217,0,0
2,21,10,0,10,1,35.945273092061015,0,0
2,15,4,8,3,0,20.888084138084135,0,0
2,14,6,5,3,0,19.54691142191142,0,0
2,16,4,9,3,0,24.89185397935398,0,0
1,11,1,0,10,0,22.12218614718615,2,1
2,16,7,3,6,0,23.71634476634477,0,0
1,11,0,3,8,0,22.35703463203463,0,0
2,16,6,8,2,0,23.35564158064158,0,0
2,15,9,3,3,0,16.752766677766676,0,0
2,14,11,1,1,1,14.481771006771007,0,0
2,16,1,11,4,0,27.580244755244756,0,0
2,16,3,11,2,0,24.166853979353977,0,0
2,16,3,7,6,0,27.420425407925407,0,0
2,16,8,6,2,0,19.950980963480966,0,0
1,10,0,3,7,0,19.163095238095238,0,0
1,11,6,0,5,0,14.546789321789321,0,0
2,16,4,8,4,0,26.159436396936393,0,0
2,16,7,7,2,0,22.1343142968143,0,0
2,16,4,10,2,0,24.931002331002333,0,0
2,16,5,8,3,0,24.85659756909757,0,0
2,16,7,6,3,0,23.125940725940726,0,0
2,16,7,8,1,0,19.437586025086027,0,0
1,12,6,0,6,0,18.159415584415584,0,0
2,16,5,6,5,0,24.79915501165501,1,0
2,20,5,8,5,2,37.64192417489631,0,0
1,8,2,1,0,5,14.436904761904762,0,1
2,16,7,6,3,0,21.821615884115882,0,0
2,15,3,9,3,0,23.916380841380843,0,0
1,9,5,0,4,0,12.901984126984127,2,0
2,16,5,7,4,0,25.191853979353983,0,0
2,16,6,8,2,0,22.75855672105672,0,0
2,16,8,5,3,0,22.204949217449215,0,0
2,15,11,2,2,0,15.27105672105672,0,0
2,16,6,8,2,0,21.182625707625707,0,0
2,16,7,7,2,0,20.045858308358305,0,0
1,8,4,0,4,0,9.929761904761904,0,1
2,16,6,8,2,0,22.752268564768563,0,0
2,16,11,3,2,0,17.792347929847928,0,0
2,22,9,0,11,2,43.66341503783454,0,0
2,16,6,7,3,0,23.62802614052614,0,0
2,16,6,8,2,0,21.538480963480964,0,0
2,17,11,1,3,2,25.26966424098777,0,0
2,16,2,11,3,0,26.54574592074592,0,0
2,15,5,6,4,0,22.63506771006771,0,0
2,14,3,7,4,0,22.510392385392386,0,0
2,16,4,8,4,0,25.649750249750248,0,0
2,16,8,4,4,0,21.629191641691637,0,0
2,16,6,6,4,0,22.656139693639695,0,0
2,16,10,5,1,0,18.179252691752694,0,0
2,16,6,7,3,0,22.446615884115882,0,0
2,16,7,6,3,0,21.038480963480964,1,0
2,16,4,11,1,0,22.545263070263072,0,0
2,16,6,7,3,0,23.58276307026307,0,0
2,16,8,7,1,0,19.482030469530468,0,0
1,9,5,0,4,0,12.468650793650793,0,1
2,16,7,6,3,0,22.463938838938837,0,0
2,16,7,6,3,0,22.48441142191142,0,0
1,12,7,0,5,0,17.022186147186147,0,0
2,16,5,8,3,0,24.77862137862138,0,0
2,16,7,6,3,0,22.645263070263074,0,0
2,16,7,6,3,0,23.00421661671662,0,0
2,16,3,8,5,0,26.80375874125874,0,0
1,11,7,0,4,0,13.94678932178932,0,0
2,16,5,10,1,0,22.711359473859474,0,0
2,16,7,7,2,0,20.81969280719281,0,0
2,16,6,8,2,0,22.7140762015762,0,0
2,16,7,6,3,0,22.060626873126875,0,0
2,16,4,8,4,0,24.642449217449215,0,0
2,16,7,7,2,0,21.07717143967144,0,0
1,11,7,0,4,0,12.694408369408368,0,0
2,15,10,0,2,3,23.341477966477964,0,0
2,16,6,8,2,0,23.08768731268731,0,0
1,9,0,6,3,0,14.647619047619045,0,0
1,13,8,0,5,0,18.867535242535244,0,0
2,16,8,7,1,0,20.26691502941503,0,0
